State,City,Vehicle_Count,Vehicle_Class,Vehicle_Type,Fuel_Type,Region,Concentration_Type,Concentration_Description
Florida,San Jose,118,6,Medium Duty,CNG,South,1,Substantially Concentrated
Pennsylvania,Dearborn,143,7,Heavy-Medium Duty,CNG,Northeast,1,Substantially Concentrated
Florida,Allentown,94,6,Medium Duty,CNG,South,1,Substantially Concentrated
Arizona,Lorain,68,7,Heavy-Medium Duty,CNG,West,1,Substantially Concentrated
Massachusetts,Worcester,57,6,Medium Duty,EV,Northeast,1,Substantially Concentrated
Tennessee,Arvada,144,8,Heavy Duty,CNG,South,1,Substantially Concentrated
Florida,Dayton,71,8,Heavy Duty,CNG,South,1,Substantially Concentrated
Illinois,Quincy,148,7,Heavy-Medium Duty,CNG,Midwest,1,Substantially Concentrated
Arizona,Murfreesboro,47,8,Heavy Duty,EV,West,1,Substantially Concentrated
Massachusetts,Reading,55,6,Medium Duty,EV,Northeast,1,Substantially Concentrated
Tennessee,Aurora,103,8,Heavy Duty,EV,South,1,Substantially Concentrated
Massachusetts,Columbus,29,6,Medium Duty,CNG,Northeast,1,Substantially Concentrated
Massachusetts,Charlotte,7,7,Heavy-Medium Duty,EV,Northeast,1,Substantially Concentrated
Arizona,Westminster,32,8,Heavy Duty,EV,West,1,Substantially Concentrated
Tennessee,Federal Way,26,8,Heavy Duty,EV,South,1,Substantially Concentrated
Ohio,St. Petersburg,114,7,Heavy-Medium Duty,CNG,Midwest,1,Substantially Concentrated
Illinois,Lancaster,17,8,Heavy Duty,EV,Midwest,1,Substantially Concentrated
Colorado,Altoona,85,8,Heavy Duty,CNG,West,1,Substantially Concentrated
Texas,Glendale,16,6,Medium Duty,EV,South,1,Substantially Concentrated
Arizona,Los Angeles,150,8,Heavy Duty,CNG,West,1,Substantially Concentrated
Ohio,Reading,107,8,Heavy Duty,EV,Midwest,1,Substantially Concentrated
Illinois,Newton,88,6,Medium Duty,CNG,Midwest,1,Substantially Concentrated
Pennsylvania,Los Angeles,70,7,Heavy-Medium Duty,CNG,Northeast,1,Substantially Concentrated
Pennsylvania,Fresno,68,8,Heavy Duty,EV,Northeast,1,Substantially Concentrated
Washington,Mesa,76,7,Heavy-Medium Duty,CNG,West,1,Substantially Concentrated
New York,Raleigh,18,8,Heavy Duty,CNG,Northeast,1,Substantially Concentrated
Georgia,Glendale,77,6,Medium Duty,CNG,South,1,Substantially Concentrated
North Carolina,Lakewood,141,8,Heavy Duty,CNG,South,1,Substantially Concentrated
Illinois,Athens,39,8,Heavy Duty,EV,Midwest,1,Substantially Concentrated
North Carolina,Lancaster,42,8,Heavy Duty,EV,South,1,Substantially Concentrated
Ohio,Parma,60,8,Heavy Duty,CNG,Midwest,1,Substantially Concentrated
North Carolina,Port St. Lucie,43,6,Medium Duty,EV,South,1,Substantially Concentrated
Illinois,Hialeah,139,7,Heavy-Medium Duty,CNG,Midwest,1,Substantially Concentrated
California,Philadelphia,132,6,Medium Duty,CNG,West,1,Substantially Concentrated
Colorado,Lynn,71,6,Medium Duty,EV,West,1,Substantially Concentrated
Pennsylvania,Winston-Salem,130,7,Heavy-Medium Duty,EV,Northeast,1,Substantially Concentrated
Ohio,Gilbert,56,8,Heavy Duty,CNG,Midwest,1,Substantially Concentrated
Georgia,Joliet,28,6,Medium Duty,CNG,South,1,Substantially Concentrated
North Carolina,Lynn,19,6,Medium Duty,CNG,South,1,Substantially Concentrated
Georgia,Murfreesboro,66,7,Heavy-Medium Duty,EV,South,1,Substantially Concentrated
Illinois,Vancouver,46,8,Heavy Duty,CNG,Midwest,1,Substantially Concentrated
Ohio,Pueblo,107,6,Medium Duty,EV,Midwest,1,Substantially Concentrated
North Carolina,Everett,27,6,Medium Duty,CNG,South,1,Substantially Concentrated
California,Raleigh,60,7,Heavy-Medium Duty,CNG,West,1,Substantially Concentrated
California,Bethlehem,139,7,Heavy-Medium Duty,EV,West,1,Substantially Concentrated
Colorado,Akron,46,7,Heavy-Medium Duty,CNG,West,1,Substantially Concentrated
Arizona,Colorado Springs,103,6,Medium Duty,CNG,West,1,Substantially Concentrated
North Carolina,Cleveland,142,8,Heavy Duty,EV,South,1,Substantially Concentrated
Tennessee,Warren,147,6,Medium Duty,CNG,South,1,Substantially Concentrated
Washington,Allentown,39,8,Heavy Duty,EV,West,1,Substantially Concentrated
Illinois,Altoona,47,8,Heavy Duty,CNG,Midwest,1,Substantially Concentrated
New York,Scranton,103,7,Heavy-Medium Duty,CNG,Northeast,1,Substantially Concentrated
Ohio,Orlando,50,7,Heavy-Medium Duty,EV,Midwest,1,Substantially Concentrated
Tennessee,Chicago,97,6,Medium Duty,CNG,South,1,Substantially Concentrated
Pennsylvania,Flint,146,8,Heavy Duty,CNG,Northeast,1,Substantially Concentrated
Ohio,El Paso,98,7,Heavy-Medium Duty,CNG,Midwest,1,Substantially Concentrated
Colorado,Scranton,139,8,Heavy Duty,EV,West,1,Substantially Concentrated
Massachusetts,Sterling Heights,132,6,Medium Duty,CNG,Northeast,1,Substantially Concentrated
New York,Waukegan,14,7,Heavy-Medium Duty,CNG,Northeast,1,Substantially Concentrated
Georgia,Nashville,47,6,Medium Duty,EV,South,1,Substantially Concentrated
Georgia,Columbus,67,6,Medium Duty,EV,South,1,Substantially Concentrated
Pennsylvania,Atlanta,123,6,Medium Duty,CNG,Northeast,1,Substantially Concentrated
Michigan,Akron,70,6,Medium Duty,EV,Midwest,1,Substantially Concentrated
New York,Bartlett,133,8,Heavy Duty,EV,Northeast,1,Substantially Concentrated
California,Springfield,56,6,Medium Duty,EV,West,1,Substantially Concentrated
Texas,Harrisburg,101,6,Medium Duty,EV,South,1,Substantially Concentrated
Michigan,Joliet,82,8,Heavy Duty,EV,Midwest,1,Substantially Concentrated
California,Tacoma,142,8,Heavy Duty,CNG,West,1,Substantially Concentrated
New York,Quincy,18,8,Heavy Duty,EV,Northeast,1,Substantially Concentrated
Arizona,Warren,147,7,Heavy-Medium Duty,EV,West,1,Substantially Concentrated
Georgia,Johnson City,113,7,Heavy-Medium Duty,CNG,South,1,Substantially Concentrated
Tennessee,Winston-Salem,123,8,Heavy Duty,CNG,South,1,Substantially Concentrated
Colorado,Dallas,114,6,Medium Duty,CNG,West,1,Substantially Concentrated
Illinois,Phoenix,34,7,Heavy-Medium Duty,EV,Midwest,1,Substantially Concentrated
Colorado,Jacksonville,92,7,Heavy-Medium Duty,EV,West,1,Substantially Concentrated
Massachusetts,Denver,75,7,Heavy-Medium Duty,EV,Northeast,1,Substantially Concentrated
Michigan,Pittsburgh,13,7,Heavy-Medium Duty,CNG,Midwest,1,Substantially Concentrated
Ohio,Cary,31,6,Medium Duty,CNG,Midwest,1,Substantially Concentrated
North Carolina,Worcester,52,7,Heavy-Medium Duty,EV,South,1,Substantially Concentrated
Texas,Wilmington,45,7,Heavy-Medium Duty,CNG,South,1,Substantially Concentrated
Georgia,Toledo,23,7,Heavy-Medium Duty,EV,South,1,Substantially Concentrated
North Carolina,Athens,47,8,Heavy Duty,EV,South,1,Substantially Concentrated
Washington,Spokane Valley,144,6,Medium Duty,CNG,West,1,Substantially Concentrated
Arizona,Fresno,129,6,Medium Duty,EV,West,1,Substantially Concentrated
California,Gilbert,27,7,Heavy-Medium Duty,EV,West,1,Substantially Concentrated
California,Arlington,57,6,Medium Duty,CNG,West,1,Substantially Concentrated
California,Cicero,32,7,Heavy-Medium Duty,EV,West,1,Substantially Concentrated
New York,Winston-Salem,75,7,Heavy-Medium Duty,CNG,Northeast,1,Substantially Concentrated
Pennsylvania,Glendale,56,7,Heavy-Medium Duty,CNG,Northeast,1,Substantially Concentrated
Colorado,Youngstown,5,7,Heavy-Medium Duty,CNG,West,1,Substantially Concentrated
Massachusetts,Cincinnati,36,7,Heavy-Medium Duty,CNG,Northeast,1,Substantially Concentrated
Pennsylvania,Naperville,71,8,Heavy Duty,CNG,Northeast,1,Substantially Concentrated
Colorado,Pittsburgh,96,8,Heavy Duty,CNG,West,1,Substantially Concentrated
Georgia,Atlanta,35,8,Heavy Duty,EV,South,1,Substantially Concentrated
Pennsylvania,Phoenix,111,8,Heavy Duty,CNG,Northeast,1,Substantially Concentrated
Arizona,Scranton,14,6,Medium Duty,EV,West,1,Substantially Concentrated
Illinois,Bartlett,83,6,Medium Duty,EV,Midwest,1,Substantially Concentrated
Texas,Seattle,98,8,Heavy Duty,EV,South,1,Substantially Concentrated
Pennsylvania,Akron,138,8,Heavy Duty,CNG,Northeast,1,Substantially Concentrated
Arizona,Jackson,6,7,Heavy-Medium Duty,EV,West,1,Substantially Concentrated
Washington,Cicero,58,7,Heavy-Medium Duty,CNG,West,1,Substantially Concentrated
Arizona,Cary,32,8,Heavy Duty,EV,West,1,Substantially Concentrated
Massachusetts,Toledo,85,8,Heavy Duty,EV,Northeast,1,Substantially Concentrated
Washington,Chandler,130,6,Medium Duty,CNG,West,1,Substantially Concentrated
Florida,Springfield,75,7,Heavy-Medium Duty,CNG,South,1,Substantially Concentrated
Washington,Augusta,116,8,Heavy Duty,EV,West,1,Substantially Concentrated
Michigan,Chattanooga,89,8,Heavy Duty,EV,Midwest,1,Substantially Concentrated
Arizona,Durham,40,8,Heavy Duty,EV,West,1,Substantially Concentrated
Colorado,Detroit,49,7,Heavy-Medium Duty,EV,West,1,Substantially Concentrated
Colorado,Hialeah,60,7,Heavy-Medium Duty,EV,West,1,Substantially Concentrated
Ohio,Flint,104,7,Heavy-Medium Duty,EV,Midwest,1,Substantially Concentrated
Pennsylvania,Cleveland,147,6,Medium Duty,CNG,Northeast,1,Substantially Concentrated
North Carolina,Quincy,88,7,Heavy-Medium Duty,EV,South,1,Substantially Concentrated
Michigan,Durham,17,6,Medium Duty,CNG,Midwest,1,Substantially Concentrated
Ohio,Arvada,65,6,Medium Duty,EV,Midwest,1,Substantially Concentrated
Florida,Dearborn,87,7,Heavy-Medium Duty,EV,South,1,Substantially Concentrated
Ohio,Dallas,109,7,Heavy-Medium Duty,EV,Midwest,1,Substantially Concentrated
North Carolina,Surprise,85,6,Medium Duty,EV,South,1,Substantially Concentrated
Georgia,Augusta,31,8,Heavy Duty,CNG,South,1,Substantially Concentrated
Pennsylvania,Quincy,13,8,Heavy Duty,EV,Northeast,1,Substantially Concentrated
New York,Brockton,32,7,Heavy-Medium Duty,CNG,Northeast,1,Substantially Concentrated
Massachusetts,Arlington,113,7,Heavy-Medium Duty,CNG,Northeast,1,Substantially Concentrated
Tennessee,Houston,39,6,Medium Duty,EV,South,1,Substantially Concentrated
North Carolina,Scottsdale,50,7,Heavy-Medium Duty,EV,South,1,Substantially Concentrated
California,Detroit,91,7,Heavy-Medium Duty,CNG,West,1,Substantially Concentrated
Massachusetts,Sterling Heights,55,7,Heavy-Medium Duty,CNG,Northeast,1,Substantially Concentrated
Arizona,Nashville,89,6,Medium Duty,EV,West,1,Substantially Concentrated
North Carolina,Lorain,75,8,Heavy Duty,CNG,South,1,Substantially Concentrated
Washington,Sandy Springs,16,8,Heavy Duty,EV,West,1,Substantially Concentrated
Michigan,Fort Lauderdale,9,7,Heavy-Medium Duty,EV,Midwest,1,Substantially Concentrated
North Carolina,Newton,75,7,Heavy-Medium Duty,EV,South,1,Substantially Concentrated
Arizona,Cape Coral,49,8,Heavy Duty,CNG,West,1,Substantially Concentrated
North Carolina,Atlanta,29,8,Heavy Duty,CNG,South,1,Substantially Concentrated
Florida,Rockford,13,8,Heavy Duty,CNG,South,1,Substantially Concentrated
North Carolina,Corpus Christi,114,7,Heavy-Medium Duty,CNG,South,1,Substantially Concentrated
Massachusetts,New York City,61,8,Heavy Duty,CNG,Northeast,1,Substantially Concentrated
North Carolina,Fort Worth,116,7,Heavy-Medium Duty,CNG,South,1,Substantially Concentrated
Arizona,Akron,33,7,Heavy-Medium Duty,EV,West,1,Substantially Concentrated
Colorado,Flint,8,7,Heavy-Medium Duty,EV,West,1,Substantially Concentrated
Ohio,Bellevue,6,7,Heavy-Medium Duty,EV,Midwest,1,Substantially Concentrated
Texas,Knoxville,88,8,Heavy Duty,EV,South,1,Substantially Concentrated
Tennessee,San Francisco,39,8,Heavy Duty,CNG,South,1,Substantially Concentrated
Florida,Centennial,93,6,Medium Duty,EV,South,1,Substantially Concentrated
Georgia,Parma,138,8,Heavy Duty,EV,South,1,Substantially Concentrated
Texas,San Francisco,31,7,Heavy-Medium Duty,EV,South,1,Substantially Concentrated
Michigan,New York City,47,7,Heavy-Medium Duty,CNG,Midwest,1,Substantially Concentrated
North Carolina,Lakewood,106,8,Heavy Duty,CNG,South,1,Substantially Concentrated
Tennessee,Knoxville,82,6,Medium Duty,EV,South,1,Substantially Concentrated
Georgia,Yonkers,50,8,Heavy Duty,CNG,South,1,Substantially Concentrated
Pennsylvania,Elgin,95,8,Heavy Duty,CNG,Northeast,1,Substantially Concentrated
Arizona,Utica,38,8,Heavy Duty,CNG,West,1,Substantially Concentrated
Pennsylvania,Cincinnati,44,6,Medium Duty,EV,Northeast,1,Substantially Concentrated
North Carolina,Newton,34,6,Medium Duty,CNG,South,1,Substantially Concentrated
Illinois,Kent,62,7,Heavy-Medium Duty,CNG,Midwest,1,Substantially Concentrated
Colorado,Athens,100,6,Medium Duty,CNG,West,1,Substantially Concentrated
Pennsylvania,Charlotte,56,7,Heavy-Medium Duty,EV,Northeast,1,Substantially Concentrated
Illinois,Fayetteville,5,6,Medium Duty,CNG,Midwest,1,Substantially Concentrated
Arizona,Columbus,35,8,Heavy Duty,EV,West,1,Substantially Concentrated
Florida,Livonia,135,8,Heavy Duty,CNG,South,1,Substantially Concentrated
North Carolina,Newton,132,8,Heavy Duty,EV,South,1,Substantially Concentrated
Arizona,Cape Coral,111,8,Heavy Duty,EV,West,1,Substantially Concentrated
New York,Worcester,82,6,Medium Duty,CNG,Northeast,1,Substantially Concentrated
Washington,Fall River,25,6,Medium Duty,CNG,West,1,Substantially Concentrated
Texas,Mesa,91,6,Medium Duty,CNG,South,1,Substantially Concentrated
Colorado,Albany,132,6,Medium Duty,EV,West,1,Substantially Concentrated
Ohio,Utica,139,7,Heavy-Medium Duty,CNG,Midwest,1,Substantially Concentrated
Ohio,Los Angeles,145,6,Medium Duty,EV,Midwest,1,Substantially Concentrated
Texas,Allentown,71,8,Heavy Duty,EV,South,1,Substantially Concentrated
Arizona,Gilbert,62,6,Medium Duty,CNG,West,1,Substantially Concentrated
Michigan,Youngstown,90,7,Heavy-Medium Duty,EV,Midwest,1,Substantially Concentrated
North Carolina,Denver,79,8,Heavy Duty,CNG,South,1,Substantially Concentrated
Pennsylvania,Elgin,35,8,Heavy Duty,CNG,Northeast,1,Substantially Concentrated
North Carolina,San Francisco,66,8,Heavy Duty,EV,South,1,Substantially Concentrated
Illinois,Rochester,117,7,Heavy-Medium Duty,CNG,Midwest,1,Substantially Concentrated
Tennessee,Aurora,10,8,Heavy Duty,EV,South,1,Substantially Concentrated
New York,Canton,58,8,Heavy Duty,CNG,Northeast,1,Substantially Concentrated
California,Houston,76,7,Heavy-Medium Duty,CNG,West,1,Substantially Concentrated
Michigan,Everett,19,8,Heavy Duty,EV,Midwest,1,Substantially Concentrated
Pennsylvania,Surprise,106,7,Heavy-Medium Duty,CNG,Northeast,1,Substantially Concentrated
Michigan,Fayetteville,89,8,Heavy Duty,EV,Midwest,1,Substantially Concentrated
Georgia,Augusta,37,8,Heavy Duty,EV,South,1,Substantially Concentrated
Pennsylvania,Bakersfield,119,8,Heavy Duty,EV,Northeast,1,Substantially Concentrated
Ohio,New Rochelle,90,7,Heavy-Medium Duty,EV,Midwest,1,Substantially Concentrated
Georgia,Canton,77,8,Heavy Duty,CNG,South,1,Substantially Concentrated
North Carolina,Plano,130,7,Heavy-Medium Duty,EV,South,1,Substantially Concentrated
Ohio,Fresno,75,8,Heavy Duty,CNG,Midwest,1,Substantially Concentrated
Arizona,Cary,110,8,Heavy Duty,CNG,West,1,Substantially Concentrated
Georgia,Fayetteville,17,6,Medium Duty,EV,South,1,Substantially Concentrated
Illinois,Dayton,114,8,Heavy Duty,CNG,Midwest,1,Substantially Concentrated
California,Concord,65,6,Medium Duty,CNG,West,1,Substantially Concentrated
Texas,Warren,75,7,Heavy-Medium Duty,EV,South,1,Substantially Concentrated
North Carolina,Columbus,67,7,Heavy-Medium Duty,CNG,South,1,Substantially Concentrated
Arizona,Philadelphia,36,6,Medium Duty,EV,West,1,Substantially Concentrated
New York,Anaheim,61,6,Medium Duty,EV,Northeast,1,Substantially Concentrated
Michigan,Grand Rapids,37,7,Heavy-Medium Duty,CNG,Midwest,1,Substantially Concentrated
Ohio,Plano,92,7,Heavy-Medium Duty,EV,Midwest,1,Substantially Concentrated
Ohio,Joliet,19,7,Heavy-Medium Duty,EV,Midwest,1,Substantially Concentrated
Massachusetts,Jacksonville,119,6,Medium Duty,CNG,Northeast,1,Substantially Concentrated
Florida,Roswell,113,7,Heavy-Medium Duty,EV,South,1,Substantially Concentrated
Tennessee,Westminster,73,8,Heavy Duty,EV,South,1,Substantially Concentrated
Ohio,Cary,117,6,Medium Duty,CNG,Midwest,1,Substantially Concentrated
North Carolina,Rochester,147,7,Heavy-Medium Duty,CNG,South,1,Substantially Concentrated
Illinois,St. Petersburg,5,6,Medium Duty,EV,Midwest,1,Substantially Concentrated
Florida,Flint,88,8,Heavy Duty,CNG,South,1,Substantially Concentrated
Massachusetts,Scottsdale,93,8,Heavy Duty,EV,Northeast,1,Substantially Concentrated
Washington,Canton,40,8,Heavy Duty,CNG,West,1,Substantially Concentrated
Massachusetts,Lorain,44,7,Heavy-Medium Duty,EV,Northeast,1,Substantially Concentrated
Georgia,Joliet,114,7,Heavy-Medium Duty,CNG,South,1,Substantially Concentrated
Michigan,Joliet,106,8,Heavy Duty,EV,Midwest,1,Substantially Concentrated
Florida,Pueblo,127,7,Heavy-Medium Duty,CNG,South,1,Substantially Concentrated
Illinois,San Antonio,59,8,Heavy Duty,CNG,Midwest,1,Substantially Concentrated
Georgia,Bakersfield,39,8,Heavy Duty,EV,South,1,Substantially Concentrated
Michigan,Seattle,31,7,Heavy-Medium Duty,CNG,Midwest,1,Substantially Concentrated
Texas,Miami,38,6,Medium Duty,EV,South,1,Substantially Concentrated
Pennsylvania,Rochester,71,6,Medium Duty,EV,Northeast,1,Substantially Concentrated
California,Seattle,141,7,Heavy-Medium Duty,EV,West,1,Substantially Concentrated
Florida,Harrisburg,41,6,Medium Duty,EV,South,1,Substantially Concentrated
Texas,Springfield,55,6,Medium Duty,EV,South,1,Substantially Concentrated
New York,Fall River,30,7,Heavy-Medium Duty,EV,Northeast,1,Substantially Concentrated
Tennessee,Spokane,23,7,Heavy-Medium Duty,EV,South,1,Substantially Concentrated
Georgia,Grand Rapids,24,7,Heavy-Medium Duty,EV,South,1,Substantially Concentrated
New York,Lynn,87,8,Heavy Duty,EV,Northeast,1,Substantially Concentrated
Georgia,San Jose,25,6,Medium Duty,EV,South,1,Substantially Concentrated
Florida,Lowell,16,7,Heavy-Medium Duty,CNG,South,1,Substantially Concentrated
Arizona,Miami,144,6,Medium Duty,CNG,West,1,Substantially Concentrated
Massachusetts,Nashville,30,6,Medium Duty,CNG,Northeast,1,Substantially Concentrated
Michigan,Schenectady,129,8,Heavy Duty,EV,Midwest,1,Substantially Concentrated
Georgia,Plano,145,6,Medium Duty,EV,South,1,Substantially Concentrated
Massachusetts,Colorado Springs,130,6,Medium Duty,CNG,Northeast,1,Substantially Concentrated
New York,Westminster,40,7,Heavy-Medium Duty,EV,Northeast,1,Substantially Concentrated
Pennsylvania,Memphis,56,6,Medium Duty,EV,Northeast,1,Substantially Concentrated
Arizona,Fayetteville,78,6,Medium Duty,CNG,West,1,Substantially Concentrated
New York,Pueblo,100,7,Heavy-Medium Duty,CNG,Northeast,1,Substantially Concentrated
Texas,Corpus Christi,17,7,Heavy-Medium Duty,CNG,South,1,Substantially Concentrated
California,Anaheim,120,6,Medium Duty,CNG,West,1,Substantially Concentrated
Florida,Lynn,67,6,Medium Duty,EV,South,1,Substantially Concentrated
Colorado,Syracuse,140,6,Medium Duty,EV,West,1,Substantially Concentrated
North Carolina,Greensboro,110,6,Medium Duty,EV,South,1,Substantially Concentrated
Arizona,Worcester,125,7,Heavy-Medium Duty,EV,West,1,Substantially Concentrated
Texas,Waukegan,119,7,Heavy-Medium Duty,EV,South,1,Substantially Concentrated
Colorado,Brockton,111,8,Heavy Duty,CNG,West,1,Substantially Concentrated
Pennsylvania,Winston-Salem,38,8,Heavy Duty,EV,Northeast,1,Substantially Concentrated
Massachusetts,New Rochelle,84,6,Medium Duty,EV,Northeast,1,Substantially Concentrated
Tennessee,Fort Worth,76,7,Heavy-Medium Duty,EV,South,1,Substantially Concentrated
Massachusetts,Philadelphia,46,8,Heavy Duty,CNG,Northeast,1,Substantially Concentrated
New York,Spokane Valley,41,7,Heavy-Medium Duty,CNG,Northeast,1,Substantially Concentrated
New York,Worcester,26,8,Heavy Duty,EV,Northeast,1,Substantially Concentrated
Georgia,Austin,39,8,Heavy Duty,CNG,South,1,Substantially Concentrated
Florida,Everett,107,7,Heavy-Medium Duty,EV,South,1,Substantially Concentrated
Pennsylvania,Corpus Christi,146,6,Medium Duty,EV,Northeast,1,Substantially Concentrated
New York,Scranton,26,6,Medium Duty,EV,Northeast,1,Substantially Concentrated
Illinois,Ann Arbor,133,6,Medium Duty,CNG,Midwest,1,Substantially Concentrated
New York,San Jose,21,6,Medium Duty,EV,Northeast,1,Substantially Concentrated
Illinois,Miami,110,8,Heavy Duty,CNG,Midwest,1,Substantially Concentrated
Texas,Surprise,81,7,Heavy-Medium Duty,CNG,South,1,Substantially Concentrated
North Carolina,Cincinnati,36,8,Heavy Duty,CNG,South,1,Substantially Concentrated
Arizona,Anaheim,25,8,Heavy Duty,CNG,West,1,Substantially Concentrated
North Carolina,Akron,6,8,Heavy Duty,EV,South,1,Substantially Concentrated
Georgia,Arlington,136,7,Heavy-Medium Duty,CNG,South,1,Substantially Concentrated
California,Los Angeles,96,7,Heavy-Medium Duty,CNG,West,1,Substantially Concentrated
Tennessee,Savannah,95,6,Medium Duty,EV,South,1,Substantially Concentrated
Washington,Dayton,5,7,Heavy-Medium Duty,EV,West,1,Substantially Concentrated
Tennessee,Bethlehem,137,6,Medium Duty,EV,South,1,Substantially Concentrated
New York,Federal Way,90,6,Medium Duty,CNG,Northeast,1,Substantially Concentrated
Texas,San Diego,95,7,Heavy-Medium Duty,CNG,South,1,Substantially Concentrated
Ohio,Parma,61,7,Heavy-Medium Duty,CNG,Midwest,1,Substantially Concentrated
Colorado,Cambridge,15,6,Medium Duty,EV,West,1,Substantially Concentrated
Texas,Glendale,103,7,Heavy-Medium Duty,EV,South,1,Substantially Concentrated
California,Atlanta,9,8,Heavy Duty,EV,West,1,Substantially Concentrated
Pennsylvania,Knoxville,61,6,Medium Duty,CNG,Northeast,1,Substantially Concentrated
Tennessee,New Rochelle,35,6,Medium Duty,CNG,South,1,Substantially Concentrated
Washington,Nashville,22,7,Heavy-Medium Duty,CNG,West,1,Substantially Concentrated
Ohio,Chandler,127,8,Heavy Duty,EV,Midwest,1,Substantially Concentrated
Pennsylvania,Pittsburgh,30,7,Heavy-Medium Duty,CNG,Northeast,1,Substantially Concentrated
New York,Chandler,72,6,Medium Duty,CNG,Northeast,1,Substantially Concentrated
Pennsylvania,Yonkers,39,8,Heavy Duty,CNG,Northeast,1,Substantially Concentrated
Arizona,Chandler,44,7,Heavy-Medium Duty,EV,West,1,Substantially Concentrated
Arizona,Cambridge,112,7,Heavy-Medium Duty,EV,West,1,Substantially Concentrated
Arizona,Sacramento,120,7,Heavy-Medium Duty,EV,West,1,Substantially Concentrated
Florida,Allentown,31,8,Heavy Duty,CNG,South,1,Substantially Concentrated
Pennsylvania,Fort Lauderdale,7,7,Heavy-Medium Duty,CNG,Northeast,1,Substantially Concentrated
North Carolina,Fayetteville,72,8,Heavy Duty,EV,South,1,Substantially Concentrated
Massachusetts,Dayton,50,7,Heavy-Medium Duty,CNG,Northeast,1,Substantially Concentrated
Pennsylvania,Utica,122,7,Heavy-Medium Duty,CNG,Northeast,1,Substantially Concentrated
Washington,Lorain,76,6,Medium Duty,CNG,West,1,Substantially Concentrated
Florida,Los Angeles,89,8,Heavy Duty,EV,South,1,Substantially Concentrated
Michigan,Glendale,84,8,Heavy Duty,CNG,Midwest,1,Substantially Concentrated
Illinois,Fort Collins,126,7,Heavy-Medium Duty,EV,Midwest,1,Substantially Concentrated
Florida,Bakersfield,135,6,Medium Duty,CNG,South,1,Substantially Concentrated
Ohio,Roswell,26,8,Heavy Duty,CNG,Midwest,1,Substantially Concentrated
Colorado,Newton,93,7,Heavy-Medium Duty,EV,West,1,Substantially Concentrated
Colorado,Mount Vernon,23,7,Heavy-Medium Duty,CNG,West,1,Substantially Concentrated
Tennessee,Cicero,14,6,Medium Duty,CNG,South,1,Substantially Concentrated
Massachusetts,Savannah,76,7,Heavy-Medium Duty,EV,Northeast,1,Substantially Concentrated
Ohio,High Point,146,7,Heavy-Medium Duty,EV,Midwest,1,Substantially Concentrated
Colorado,Seattle,62,6,Medium Duty,EV,West,1,Substantially Concentrated
Arizona,Utica,5,8,Heavy Duty,CNG,West,1,Substantially Concentrated
Florida,Gilbert,88,8,Heavy Duty,EV,South,1,Substantially Concentrated
Michigan,Greensboro,67,8,Heavy Duty,EV,Midwest,1,Substantially Concentrated
Massachusetts,Rockford,47,8,Heavy Duty,EV,Northeast,1,Substantially Concentrated
Ohio,Greensboro,29,6,Medium Duty,CNG,Midwest,1,Substantially Concentrated
Massachusetts,Sacramento,54,6,Medium Duty,CNG,Northeast,1,Substantially Concentrated
Tennessee,New York City,117,7,Heavy-Medium Duty,CNG,South,1,Substantially Concentrated
Michigan,Lynn,31,8,Heavy Duty,EV,Midwest,1,Substantially Concentrated
Massachusetts,Lakewood,60,8,Heavy Duty,CNG,Northeast,1,Substantially Concentrated
Florida,Peoria,40,6,Medium Duty,CNG,South,1,Substantially Concentrated
Texas,Corpus Christi,116,7,Heavy-Medium Duty,EV,South,1,Substantially Concentrated
Washington,Federal Way,137,7,Heavy-Medium Duty,EV,West,1,Substantially Concentrated
Georgia,Everett,146,8,Heavy Duty,CNG,South,1,Substantially Concentrated
Pennsylvania,Centennial,129,6,Medium Duty,CNG,Northeast,1,Substantially Concentrated
Arizona,Memphis,107,8,Heavy Duty,CNG,West,1,Substantially Concentrated
North Carolina,Phoenix,23,6,Medium Duty,EV,South,1,Substantially Concentrated
Washington,Hialeah,146,6,Medium Duty,EV,West,1,Substantially Concentrated
Arizona,Sandy Springs,95,7,Heavy-Medium Duty,EV,West,1,Substantially Concentrated
Massachusetts,Pittsburgh,120,7,Heavy-Medium Duty,CNG,Northeast,1,Substantially Concentrated
Colorado,Los Angeles,65,8,Heavy Duty,CNG,West,1,Substantially Concentrated
Colorado,Livonia,128,8,Heavy Duty,CNG,West,1,Substantially Concentrated
Ohio,Quincy,53,6,Medium Duty,CNG,Midwest,1,Substantially Concentrated
Massachusetts,Bethlehem,16,6,Medium Duty,CNG,Northeast,1,Substantially Concentrated
Tennessee,Long Beach,149,6,Medium Duty,CNG,South,1,Substantially Concentrated
Florida,Fresno,148,7,Heavy-Medium Duty,CNG,South,1,Substantially Concentrated
Arizona,Boston,69,8,Heavy Duty,EV,West,1,Substantially Concentrated
North Carolina,San Francisco,150,7,Heavy-Medium Duty,EV,South,1,Substantially Concentrated
Massachusetts,Augusta,44,6,Medium Duty,CNG,Northeast,1,Substantially Concentrated
Texas,Fort Lauderdale,24,7,Heavy-Medium Duty,CNG,South,1,Substantially Concentrated
North Carolina,Federal Way,67,7,Heavy-Medium Duty,CNG,South,1,Substantially Concentrated
California,New Rochelle,9,6,Medium Duty,EV,West,1,Substantially Concentrated
